t;u;ref_dx;ref_psi;dx;theta;psi
14.6197;-12;0.0000;0.0000;0.0914;-0.0983;0.0028
14.6227;-5;0.0000;0.0000;-0.0478;-0.1001;0.0035
14.6257;-2;0.0000;0.0000;-0.1361;-0.0991;0.0056
14.6287;0;0.0000;0.0000;-0.2177;-0.0957;0.0054
14.6317;2;0.0000;0.0000;-0.2023;-0.0912;0.0069
14.6347;6;0.0000;0.0000;-0.1573;-0.0859;0.0047
14.6377;8;0.0000;0.0000;-0.0973;-0.0803;0.0049
14.6407;3;0.0000;0.0000;-0.0113;-0.0787;0.0042
14.6438;-3;0.0000;0.0000;0.0879;-0.0817;0.0044
14.6485;-5;0.0000;0.0000;0.1935;-0.0876;0.0050
14.6512;-6;0.0000;0.0000;0.1155;-0.0925;0.0049
14.6538;-9;0.0000;0.0000;0.0764;-0.0981;0.0073
14.6567;-12;0.0000;0.0000;-0.0366;-0.1033;0.0065
14.6597;-3;0.0000;0.0000;-0.1305;-0.1026;0.0076
14.6627;-8;0.0000;0.0000;-0.2148;-0.1031;0.0086
14.6657;5;0.0000;0.0000;-0.2570;-0.0962;0.0068
14.6687;1;0.0000;0.0000;-0.2407;-0.0917;0.0088
14.6729;5;0.0000;0.0000;-0.1952;-0.0859;0.0104
14.6769;0;0.0000;0.0000;-0.0976;-0.0845;0.0107
14.6797;-5;0.0000;0.0000;-0.0114;-0.0869;0.0112
14.6827;17;0.0000;0.0000;0.0317;-0.0789;0.0117
14.6857;-10;0.0000;0.0000;-0.0028;-0.0839;0.0108
14.6887;0;0.0000;0.0000;-0.0014;-0.0836;0.0123
14.6917;-9;0.0000;0.0000;-0.0381;-0.0877;0.0122
14.6947;-12;0.0000;0.0000;-0.0939;-0.0921;0.0120
14.6977;5;0.0000;0.0000;-0.1404;-0.0873;0.0124
14.7007;0;0.0000;0.0000;-0.2011;-0.0845;0.0125
14.7048;0;0.0000;0.0000;-0.2502;-0.0810;0.0116
14.7086;0;0.0000;0.0000;-0.1812;-0.0788;0.0111
14.7112;10;0.0000;0.0000;-0.1093;-0.0723;0.0104
14.7139;1;0.0000;0.0000;-0.0733;-0.0708;0.0100
14.7167;-3;0.0000;0.0000;-0.0180;-0.0727;0.0103
14.7197;0;0.0000;0.0000;0.0284;-0.0738;0.0102
14.7227;3;0.0000;0.0000;0.0142;-0.0725;0.0098
14.7257;4;0.0000;0.0000;0.0071;-0.0707;0.0095
14.7287;-4;0.0000;0.0000;0.0036;-0.0732;0.0095
14.7339;-12;0.0000;0.0000;0.0205;-0.0798;0.0094
14.7376;-10;0.0000;0.0000;-0.0272;-0.0843;0.0095
14.7403;-3;0.0000;0.0000;-0.0697;-0.0851;0.0091
14.7429;-6;0.0000;0.0000;-0.1470;-0.0859;0.0088
14.7457;-11;0.0000;0.0000;-0.2044;-0.0884;0.0090
14.7487;8;0.0000;0.0000;-0.2331;-0.0808;0.0086
14.7517;5;0.0000;0.0000;-0.2288;-0.0748;0.0079
14.7547;14;0.0000;0.0000;-0.1892;-0.0652;0.0069
14.7577;7;0.0000;0.0000;-0.0572;-0.0610;0.0068
14.7623;-1;0.0000;0.0000;0.0649;-0.0630;0.0067
14.7650;0;0.0000;0.0000;0.1447;-0.0653;0.0065
14.7677;1;0.0000;0.0000;0.1284;-0.0669;0.0049
14.7707;-4;0.0000;0.0000;0.1203;-0.0712;0.0067
14.7737;-10;0.0000;0.0000;0.0602;-0.0772;0.0074
14.7767;-16;0.0000;0.0000;-0.0073;-0.0850;0.0066
14.7797;-1;0.0000;0.0000;-0.0598;-0.0848;0.0078
14.7827;-6;0.0000;0.0000;-0.1608;-0.0857;0.0078
14.7857;-4;0.0000;0.0000;-0.1926;-0.0848;0.0079
14.7897;4;0.0000;0.0000;-0.2085;-0.0795;0.0056
14.7934;8;0.0000;0.0000;-0.1977;-0.0727;0.0052
14.7961;10;0.0000;0.0000;-0.1176;-0.0659;0.0039
14.7987;-2;0.0000;0.0000;-0.0401;-0.0670;0.0029
14.8017;7;0.0000;0.0000;0.0548;-0.0645;0.0025
14.8047;1;0.0000;0.0000;0.1022;-0.0656;0.0019
14.8077;-7;0.0000;0.0000;0.1072;-0.0711;0.0008
14.8107;-10;0.0000;0.0000;0.0910;-0.0779;0.0021
14.8137;-12;0.0000;0.0000;0.0268;-0.0842;0.0023
14.8177;4;0.0000;0.0000;-0.1549;-0.0796;0.0026
14.8215;-10;0.0000;0.0000;-0.2645;-0.0808;0.0031
14.8242;2;0.0000;0.0000;-0.2631;-0.0755;0.0014
14.8268;0;0.0000;0.0000;-0.2251;-0.0721;0.0024
14.8297;9;0.0000;0.0000;-0.1686;-0.0650;-0.0010
14.8327;6;0.0000;0.0000;-0.1217;-0.0602;-0.0005
14.8357;1;0.0000;0.0000;-0.0609;-0.0589;-0.0019
14.8387;-1;0.0000;0.0000;0.0257;-0.0606;-0.0014
14.8417;-3;0.0000;0.0000;0.0876;-0.0640;-0.0022
14.8457;-7;0.0000;0.0000;0.0625;-0.0690;0.0006
14.8508;-12;0.0000;0.0000;-0.0248;-0.0746;0.0000
14.8537;-8;0.0000;0.0000;-0.0685;-0.0776;0.0008
14.8567;-4;0.0000;0.0000;-0.1652;-0.0775;0.0021
14.8597;-8;0.0000;0.0000;-0.2696;-0.0776;0.0025
14.8627;-8;0.0000;0.0000;-0.2844;-0.0775;0.0026
14.8657;4;0.0000;0.0000;-0.2731;-0.0713;0.0016
14.8687;9;0.0000;0.0000;-0.2861;-0.0628;0.0008
14.8717;13;0.0000;0.0000;-0.2366;-0.0528;-0.0006
14.8748;0;0.0000;0.0000;-0.1370;-0.0517;-0.0013
14.8795;0;0.0000;0.0000;0.0063;-0.0518;-0.0026
14.8821;-3;0.0000;0.0000;0.0593;-0.0551;-0.0025
14.8847;-4;0.0000;0.0000;0.0296;-0.0584;-0.0024
14.8877;-5;0.0000;0.0000;-0.0039;-0.0613;0.0002
14.8907;-10;0.0000;0.0000;-0.0580;-0.0659;0.0015
14.8937;-11;0.0000;0.0000;-0.1599;-0.0692;0.0026
14.8967;-2;0.0000;0.0000;-0.2109;-0.0676;0.0040
14.8997;0;0.0000;0.0000;-0.2924;-0.0634;0.0049
14.9027;-9;0.0000;0.0000;-0.3145;-0.0636;0.0055
14.9058;6;0.0000;0.0000;-0.2882;-0.0566;0.0045
14.9114;4;0.0000;0.0000;-0.3498;-0.0495;0.0042
14.9141;-1;0.0000;0.0000;-0.2497;-0.0469;0.0031
14.9167;10;0.0000;0.0000;-0.1435;-0.0403;0.0025
14.9197;-3;0.0000;0.0000;-0.0905;-0.0413;0.0040
14.9227;12;0.0000;0.0000;-0.0452;-0.0352;0.0034
14.9257;-5;0.0000;0.0000;-0.0226;-0.0383;0.0042
14.9287;-11;0.0000;0.0000;-0.0300;-0.0439;0.0055
14.9317;-13;0.0000;0.0000;-0.0524;-0.0500;0.0058
14.9348;-9;0.0000;0.0000;-0.1197;-0.0532;0.0063
14.9399;-12;0.0000;0.0000;-0.3403;-0.0543;0.0070
14.9427;-5;0.0000;0.0000;-0.3572;-0.0521;0.0073
14.9457;6;0.0000;0.0000;-0.3656;-0.0437;0.0076
14.9487;9;0.0000;0.0000;-0.3698;-0.0343;0.0069
14.9517;3;0.0000;0.0000;-0.2971;-0.0289;0.0079
14.9547;9;0.0000;0.0000;-0.2046;-0.0220;0.0067
14.9577;0;0.0000;0.0000;-0.1023;-0.0218;0.0086
14.9607;4;0.0000;0.0000;0.0049;-0.0206;0.0092
14.9638;-7;0.0000;0.0000;0.0025;-0.0250;0.0078
14.9692;-8;0.0000;0.0000;-0.0175;-0.0298;0.0083
14.9718;-12;0.0000;0.0000;-0.0274;-0.0363;0.0087
14.9747;-8;0.0000;0.0000;-0.1259;-0.0390;0.0084
14.9777;-5;0.0000;0.0000;-0.1939;-0.0395;0.0088
14.9807;-11;0.0000;0.0000;-0.3026;-0.0409;0.0083
14.9837;1;0.0000;0.0000;-0.3196;-0.0359;0.0078
14.9867;3;0.0000;0.0000;-0.3281;-0.0296;0.0065
14.9897;7;0.0000;0.0000;-0.3137;-0.0222;0.0053
14.9945;-5;0.0000;0.0000;-0.2503;-0.0218;0.0041
14.9982;1;0.0000;0.0000;-0.1252;-0.0199;0.0046
15.0008;0;0.3000;0.0000;-0.0439;-0.0197;0.0032
15.0037;-8;0.3000;0.0000;-0.0406;-0.0242;0.0019
15.0067;-3;0.3000;0.0000;-0.0577;-0.0258;0.0032
15.0097;-8;0.3000;0.0000;-0.1037;-0.0292;0.0032
15.0127;-12;0.3000;0.0000;-0.1827;-0.0332;0.0033
15.0157;-3;0.3000;0.0000;-0.2410;-0.0316;0.0040
15.0187;-2;0.3000;0.0000;-0.3075;-0.0289;0.0036
15.0227;-5;0.3000;0.0000;-0.4342;-0.0256;0.0023
15.0279;3;0.3000;0.0000;-0.3854;-0.0186;0.0004
15.0307;6;0.3000;0.0000;-0.3236;-0.0115;-0.0007
15.0337;-3;0.3000;0.0000;-0.2366;-0.0105;-0.0016
15.0367;-3;0.3000;0.0000;-0.1931;-0.0101;-0.0021
15.0397;8;0.3000;0.0000;-0.1153;-0.0048;-0.0032
15.0427;10;0.3000;0.0000;-0.1324;0.0013;-0.0043
15.0457;-1;0.3000;0.0000;-0.0849;0.0009;-0.0041
15.0487;-10;0.3000;0.0000;-0.0612;-0.0041;-0.0039
15.0534;-3;0.3000;0.0000;-0.0493;-0.0057;-0.0038
15.0572;-8;0.3000;0.0000;-0.1181;-0.0089;-0.0031
15.0598;-13;0.3000;0.0000;-0.1713;-0.0136;-0.0021
15.0627;-11;0.3000;0.0000;-0.2165;-0.0163;-0.0029
15.0657;-3;0.3000;0.0000;-0.2953;-0.0142;-0.0019
15.0687;5;0.3000;0.0000;-0.2972;-0.0076;-0.0019
15.0717;7;0.3000;0.0000;-0.3169;0.0001;-0.0018
15.0747;7;0.3000;0.0000;-0.2707;0.0073;-0.0026
15.0777;12;0.3000;0.0000;-0.1540;0.0147;-0.0021
15.0808;-1;0.3000;0.0000;-0.0583;0.0137;-0.0010
15.0864;-3;0.3000;0.0000;0.1391;0.0092;-0.0016
15.0891;-6;0.3000;0.0000;0.1444;0.0030;-0.0003
15.0917;-10;0.3000;0.0000;0.0348;-0.0031;0.0003
15.0947;-13;0.3000;0.0000;-0.0200;-0.0099;0.0011
15.0977;10;0.3000;0.0000;-0.1035;-0.0036;0.0027
15.1007;-14;0.3000;0.0000;-0.2201;-0.0076;0.0028
15.1037;2;0.3000;0.0000;-0.2222;-0.0035;0.0046
15.1067;-17;0.3000;0.0000;-0.1672;-0.0100;0.0052
15.1097;6;0.3000;0.0000;-0.1584;-0.0046;0.0052
15.1137;14;0.3000;0.0000;-0.1914;0.0047;0.0060
15.1178;-8;0.3000;0.0000;-0.1518;0.0024;0.0059
15.1207;1;0.3000;0.0000;-0.0759;0.0037;0.0061
15.1237;8;0.3000;0.0000;-0.0193;0.0075;0.0064
15.1267;-3;0.3000;0.0000;-0.0096;0.0054;0.0068
15.1297;-10;0.3000;0.0000;-0.0422;0.0003;0.0067
15.1327;-10;0.3000;0.0000;-0.0211;-0.0048;0.0085
15.1357;-9;0.3000;0.0000;-0.0854;-0.0084;0.0087
15.1387;-12;0.3000;0.0000;-0.1736;-0.0118;0.0095
15.1427;-11;0.3000;0.0000;-0.3486;-0.0121;0.0102
15.1467;4;0.3000;0.0000;-0.4361;-0.0035;0.0100
15.1497;6;0.3000;0.0000;-0.4050;0.0053;0.0103
15.1527;3;0.3000;0.0000;-0.3708;0.0124;0.0091
15.1557;13;0.3000;0.0000;-0.2602;0.0224;0.0087
15.1587;3;0.3000;0.0000;-0.1488;0.0257;0.0084
15.1617;15;0.3000;0.0000;-0.0557;0.0332;0.0096
15.1647;-3;0.3000;0.0000;0.0095;0.0308;0.0097
15.1677;0;0.3000;0.0000;0.0048;0.0297;0.0111
15.1717;-9;0.3000;0.0000;-0.0163;0.0247;0.0119
15.1757;-2;0.3000;0.0000;-0.0643;0.0240;0.0128
15.1787;-15;0.3000;0.0000;-0.1069;0.0176;0.0151
15.1817;-2;0.3000;0.0000;-0.1844;0.0190;0.0143
15.1847;-1;0.3000;0.0000;-0.2044;0.0208;0.0142
15.1877;0;0.3000;0.0000;-0.2331;0.0240;0.0144
15.1907;1;0.3000;0.0000;-0.2100;0.0276;0.0138
15.1937;4;0.3000;0.0000;-0.1798;0.0321;0.0151
15.1967;15;0.3000;0.0000;-0.1647;0.0414;0.0137
15.2007;1;0.3000;0.0000;-0.1011;0.0428;0.0154
15.2058;11;0.3000;0.0000;0.0617;0.0465;0.0144
15.2087;-10;0.3000;0.0000;0.0869;0.0394;0.0140
15.2117;-5;0.3000;0.0000;0.0809;0.0349;0.0156
15.2147;-12;0.3000;0.0000;0.0404;0.0279;0.0157
15.2177;-13;0.3000;0.0000;-0.0546;0.0219;0.0159
15.2207;11;0.3000;0.0000;-0.1582;0.0296;0.0166
15.2237;-8;0.3000;0.0000;-0.2287;0.0287;0.0155
15.2267;9;0.3000;0.0000;-0.2265;0.0365;0.0156
15.2307;14;0.3000;0.0000;-0.2255;0.0464;0.0139
15.2347;6;0.3000;0.0000;-0.1314;0.0508;0.0135
15.2377;1;0.3000;0.0000;-0.0096;0.0509;0.0127
15.2407;3;0.3000;0.0000;0.1074;0.0502;0.0123
15.2437;-4;0.3000;0.0000;0.1285;0.0455;0.0128
15.2467;-5;0.3000;0.0000;0.1016;0.0409;0.0131
15.2497;-9;0.3000;0.0000;0.0321;0.0355;0.0150
15.2527;-11;0.3000;0.0000;-0.0400;0.0304;0.0145
15.2557;-19;0.3000;0.0000;-0.1135;0.0224;0.0161
15.2597;2;0.3000;0.0000;-0.2999;0.0278;0.0142
15.2637;6;0.3000;0.0000;-0.3556;0.0361;0.0148
15.2667;8;0.3000;0.0000;-0.3087;0.0447;0.0125
15.2697;6;0.3000;0.0000;-0.2292;0.0507;0.0145
15.2727;16;0.3000;0.0000;-0.1146;0.0599;0.0119
15.2757;2;0.3000;0.0000;-0.0012;0.0604;0.0126
15.2787;11;0.3000;0.0000;0.1116;0.0636;0.0133
15.2817;0;0.3000;0.0000;0.1306;0.0610;0.0109
15.2847;-4;0.3000;0.0000;0.1027;0.0565;0.0153
15.2887;-2;0.3000;0.0000;0.0514;0.0538;0.0165
15.2928;-12;0.3000;0.0000;0.0070;0.0473;0.0177
15.2957;-1;0.3000;0.0000;-0.0526;0.0470;0.0176
15.2987;0;0.3000;0.0000;-0.1011;0.0480;0.0170
15.3017;-6;0.3000;0.0000;-0.1254;0.0464;0.0172
15.3047;1;0.3000;0.0000;-0.1188;0.0487;0.0157
15.3077;-12;0.3000;0.0000;-0.1342;0.0444;0.0157
15.3107;18;0.3000;0.0000;-0.1232;0.0548;0.0134
15.3137;10;0.3000;0.0000;-0.1551;0.0616;0.0119
15.3167;11;0.3000;0.0000;-0.0962;0.0683;0.0108
15.3208;-1;0.3000;0.0000;0.0080;0.0669;0.0106
15.3247;22;0.3000;0.0000;0.1349;0.0752;0.0091
15.3277;-7;0.3000;0.0000;0.1609;0.0686;0.0080
15.3307;-1;0.3000;0.0000;0.1553;0.0649;0.0071
15.3337;-8;0.3000;0.0000;0.0589;0.0593;0.0071
15.3367;7;0.3000;0.0000;-0.0266;0.0629;0.0046
15.3397;-21;0.3000;0.0000;-0.1068;0.0536;0.0041
15.3427;0;0.3000;0.0000;-0.1095;0.0552;0.0025
15.3457;2;0.3000;0.0000;-0.1109;0.0579;0.0018
15.3488;-13;0.3000;0.0000;-0.0928;0.0524;-0.0000
15.3536;7;0.3000;0.0000;-0.0651;0.0569;-0.0035
15.3562;14;0.3000;0.0000;-0.0513;0.0642;-0.0046
15.3588;2;0.3000;0.0000;-0.0256;0.0656;-0.0064
15.3617;-3;0.3000;0.0000;0.0246;0.0634;-0.0074
15.3647;10;0.3000;0.0000;0.0684;0.0670;-0.0089
15.3677;17;0.3000;0.0000;0.0716;0.0740;-0.0104
15.3707;4;0.3000;0.0000;0.1106;0.0741;-0.0120
15.3737;-4;0.3000;0.0000;0.1114;0.0697;-0.0113
15.3768;-8;0.3000;0.0000;0.1118;0.0636;-0.0124
15.3821;-7;0.3000;0.0000;0.0372;0.0591;-0.0130
15.3847;10;0.3000;0.0000;-0.0375;0.0648;-0.0133
15.3877;-11;0.3000;0.0000;-0.1309;0.0610;-0.0157
15.3907;13;0.3000;0.0000;-0.1403;0.0692;-0.0166
15.3937;8;0.3000;0.0000;-0.0888;0.0744;-0.0185
15.3967;12;0.3000;0.0000;-0.0444;0.0808;-0.0190
15.3997;15;0.3000;0.0000;0.0339;0.0873;-0.0202
15.4027;8;0.3000;0.0000;0.1478;0.0885;-0.0209
15.4075;-4;0.3000;0.0000;0.3170;0.0809;-0.0213
15.4109;-3;0.3000;0.0000;0.2707;0.0745;-0.0197
15.4137;-6;0.3000;0.0000;0.1915;0.0682;-0.0206
15.4167;19;0.3000;0.0000;0.1144;0.0758;-0.0223
15.4197;-17;0.3000;0.0000;0.0385;0.0666;-0.0214
15.4227;9;0.3000;0.0000;0.0193;0.0708;-0.0250
15.4257;2;0.3000;0.0000;0.0283;0.0712;-0.0250
15.4287;0;0.3000;0.0000;0.0516;0.0700;-0.0281
15.4317;4;0.3000;0.0000;0.0632;0.0712;-0.0298
15.4364;16;0.3000;0.0000;0.1438;0.0766;-0.0314
15.4397;2;0.3000;0.0000;0.1467;0.0754;-0.0338
15.4427;0;0.3000;0.0000;0.1855;0.0724;-0.0344
15.4457;8;0.3000;0.0000;0.2237;0.0731;-0.0364
15.4487;6;0.3000;0.0000;0.1866;0.0732;-0.0378
15.4517;-1;0.3000;0.0000;0.1681;0.0697;-0.0363
15.4547;-9;0.3000;0.0000;0.1776;0.0624;-0.0381
15.4577;5;0.3000;0.0000;0.1823;0.0622;-0.0383
15.4607;-8;0.3000;0.0000;0.1285;0.0564;-0.0380
15.4654;-3;0.3000;0.0000;0.1017;0.0537;-0.0395
15.4689;0;0.3000;0.0000;0.0321;0.0539;-0.0417
15.4717;-1;0.3000;0.0000;-0.0213;0.0536;-0.0433
15.4747;18;0.3000;0.0000;-0.0107;0.0629;-0.0451
15.4777;-14;0.3000;0.0000;-0.0240;0.0566;-0.0452
15.4807;13;0.3000;0.0000;0.0441;0.0625;-0.0467
15.4837;17;0.3000;0.0000;0.0781;0.0699;-0.0470
15.4867;4;0.3000;0.0000;0.0578;0.0711;-0.0473
15.4897;7;0.3000;0.0000;0.1224;0.0730;-0.0470
15.4937;14;0.3000;0.0000;0.2856;0.0755;-0.0480
15.4977;4;0.3000;0.0000;0.2737;0.0737;-0.0486
15.5007;0;0.3000;0.0000;0.2490;0.0699;-0.0495
15.5037;-7;0.3000;0.0000;0.1806;0.0634;-0.0494
15.5067;-4;0.3000;0.0000;0.1838;0.0587;-0.0512
15.5097;34;0.3000;0.0000;0.0919;0.0742;-0.0516
15.5127;3;0.3000;0.0000;0.0273;0.0755;-0.0533
15.5157;8;0.3000;0.0000;0.0510;0.0790;-0.0537
15.5187;-2;0.3000;0.0000;0.1003;0.0762;-0.0541
15.5217;26;0.3000;0.0000;0.1624;0.0866;-0.0554
15.5259;15;0.3000;0.0000;0.2682;0.0899;-0.0554
15.5297;14;0.3000;0.0000;0.3024;0.0918;-0.0566
15.5327;1;0.3000;0.0000;0.3382;0.0871;-0.0572
15.5357;-2;0.3000;0.0000;0.3374;0.0804;-0.0593
15.5387;0;0.3000;0.0000;0.2996;0.0762;-0.0570
15.5417;-2;0.3000;0.0000;0.2246;0.0714;-0.0587
15.5447;23;0.3000;0.0000;0.1871;0.0797;-0.0600
15.5477;-19;0.3000;0.0000;0.1683;0.0678;-0.0591
15.5507;1;0.3000;0.0000;0.1777;0.0658;-0.0608
15.5548;3;0.3000;0.0000;0.2010;0.0647;-0.0626
15.5599;11;0.3000;0.0000;0.1753;0.0678;-0.0644
15.5627;20;0.3000;0.0000;0.1251;0.0761;-0.0641
15.5657;7;0.3000;0.0000;0.1747;0.0770;-0.0669
15.5687;14;0.3000;0.0000;0.2370;0.0806;-0.0674
15.5717;22;0.3000;0.0000;0.3055;0.0869;-0.0677
15.5747;9;0.3000;0.0000;0.3584;0.0858;-0.0687
15.5777;0;0.3000;0.0000;0.3662;0.0801;-0.0693
15.5807;1;0.3000;0.0000;0.3327;0.0755;-0.0681
15.5855;37;0.3000;0.0000;0.3721;0.0881;-0.0695
15.5889;17;0.3000;0.0000;0.2982;0.0918;-0.0696
15.5917;6;0.3000;0.0000;0.2800;0.0902;-0.0696
15.5947;6;0.3000;0.0000;0.3270;0.0881;-0.0716
15.5977;3;0.3000;0.0000;0.3692;0.0842;-0.0717
15.6007;21;0.3000;0.0000;0.4464;0.0875;-0.0732
15.6037;21;0.3000;0.0000;0.4663;0.0904;-0.0750
15.6067;7;0.3000;0.0000;0.4575;0.0867;-0.0752
15.6097;-3;0.3000;0.0000;0.4532;0.0781;-0.0765
15.6144;13;0.3000;0.0000;0.5819;0.0758;-0.0775
15.6179;-4;0.3000;0.0000;0.5340;0.0658;-0.0781
15.6207;12;0.3000;0.0000;0.4540;0.0654;-0.0780
15.6237;0;0.3000;0.0000;0.4140;0.0595;-0.0785
15.6267;11;0.3000;0.0000;0.4314;0.0590;-0.0798
15.6297;9;0.3000;0.0000;0.4401;0.0571;-0.0797
15.6327;4;0.3000;0.0000;0.4631;0.0527;-0.0800
15.6357;13;0.3000;0.0000;0.5121;0.0519;-0.0807
15.6387;11;0.3000;0.0000;0.5739;0.0494;-0.0816
15.6428;5;0.3000;0.0000;0.8106;0.0404;-0.0828
15.6469;5;0.3000;0.0000;0.7232;0.0326;-0.0830
15.6497;-4;0.3000;0.0000;0.6421;0.0214;-0.0838
15.6527;-8;0.3000;0.0000;0.6202;0.0091;-0.0851
15.6557;-13;0.3000;0.0000;0.5719;-0.0045;-0.0853
15.6587;0;0.3000;0.0000;0.4730;-0.0096;-0.0853
15.6617;3;0.3000;0.0000;0.3861;-0.0122;-0.0873
15.6647;-3;0.3000;0.0000;0.3052;-0.0170;-0.0868
15.6677;10;0.3000;0.0000;0.2835;-0.0143;-0.0874
15.6708;2;0.3000;0.0000;0.2914;-0.0156;-0.0859
15.6758;25;0.3000;0.0000;0.4449;-0.0081;-0.0840
15.6787;1;0.3000;0.0000;0.4281;-0.0121;-0.0828
15.6817;8;0.3000;0.0000;0.4385;-0.0130;-0.0816
15.6847;19;0.3000;0.0000;0.4810;-0.0090;-0.0803
15.6877;6;0.3000;0.0000;0.5023;-0.0119;-0.0795
15.6907;0;0.3000;0.0000;0.5504;-0.0189;-0.0796
15.6937;1;0.3000;0.0000;0.5370;-0.0245;-0.0788
15.6967;1;0.3000;0.0000;0.5116;-0.0294;-0.0798
15.7014;21;0.3000;0.0000;0.5737;-0.0256;-0.0807
15.7052;-4;0.3000;0.0000;0.5299;-0.0336;-0.0805
15.7078;10;0.3000;0.0000;0.4520;-0.0334;-0.0800
15.7107;4;0.3000;0.0000;0.4130;-0.0356;-0.0796
15.7137;6;0.3000;0.0000;0.4122;-0.0367;-0.0800
15.7167;-1;0.3000;0.0000;0.4679;-0.0423;-0.0797
15.7197;8;0.3000;0.0000;0.4957;-0.0433;-0.0789
15.7227;8;0.3000;0.0000;0.5097;-0.0445;-0.0785
15.7257;12;0.3000;0.0000;0.5166;-0.0439;-0.0785
15.7287;11;0.3000;0.0000;0.5949;-0.0451;-0.0783
15.7327;1;0.3000;0.0000;0.8585;-0.0550;-0.0780
15.7367;-3;0.3000;0.0000;0.7658;-0.0656;-0.0778
15.7397;-3;0.3000;0.0000;0.6821;-0.0749;-0.0781
15.7427;0;0.3000;0.0000;0.6216;-0.0812;-0.0791
15.7457;-5;0.3000;0.0000;0.5352;-0.0889;-0.0792
15.7487;-2;0.3000;0.0000;0.4920;-0.0944;-0.0800
15.7517;0;0.3000;0.0000;0.4330;-0.0980;-0.0801
15.7547;14;0.3000;0.0000;0.4035;-0.0941;-0.0803
15.7577;0;0.3000;0.0000;0.3887;-0.0972;-0.0802
15.7618;9;0.3000;0.0000;0.5123;-0.0970;-0.0786
15.7657;22;0.3000;0.0000;0.5927;-0.0918;-0.0776
15.7687;0;0.3000;0.0000;0.5582;-0.0972;-0.0756
15.7717;8;0.3000;0.0000;0.5970;-0.0990;-0.0741
15.7747;8;0.3000;0.0000;0.6164;-0.1009;-0.0733
15.7777;4;0.3000;0.0000;0.6074;-0.1046;-0.0721
15.7807;2;0.3000;0.0000;0.6403;-0.1097;-0.0713
15.7837;-2;0.3000;0.0000;0.6193;-0.1166;-0.0721
15.7867;-3;0.3000;0.0000;0.6089;-0.1237;-0.0714
15.7908;-8;0.3000;0.0000;0.6784;-0.1344;-0.0717
15.7947;-11;0.3000;0.0000;0.6384;-0.1458;-0.0717
15.7977;-1;0.3000;0.0000;0.5062;-0.1502;-0.0706
15.8007;-1;0.3000;0.0000;0.3466;-0.1518;-0.0707
15.8037;14;0.3000;0.0000;0.2855;-0.1448;-0.0712
15.8067;6;0.3000;0.0000;0.2736;-0.1418;-0.0705
15.8097;14;0.3000;0.0000;0.3238;-0.1359;-0.0727
15.8127;13;0.3000;0.0000;0.4050;-0.1316;-0.0722
15.8157;0;0.3000;0.0000;0.4643;-0.1345;-0.0723
15.8197;9;0.3000;0.0000;0.6997;-0.1366;-0.0725
15.8237;2;0.3000;0.0000;0.6864;-0.1420;-0.0726
15.8267;0;0.3000;0.0000;0.6237;-0.1471;-0.0723
15.8297;-3;0.3000;0.0000;0.5550;-0.1529;-0.0708
15.8327;-4;0.3000;0.0000;0.5019;-0.1584;-0.0714
15.8357;8;0.3000;0.0000;0.4379;-0.1568;-0.0706
15.8387;3;0.3000;0.0000;0.3873;-0.1570;-0.0707
15.8417;-3;0.3000;0.0000;0.3806;-0.1603;-0.0704
15.8447;0;0.3000;0.0000;0.3773;-0.1619;-0.0702
15.8487;13;0.3000;0.0000;0.4318;-0.1577;-0.0712
15.8524;14;0.3000;0.0000;0.4590;-0.1532;-0.0721
15.8551;14;0.3000;0.0000;0.4165;-0.1482;-0.0726
15.8577;3;0.3000;0.0000;0.4326;-0.1489;-0.0734
15.8607;4;0.3000;0.0000;0.4781;-0.1501;-0.0730
15.8637;10;0.3000;0.0000;0.5383;-0.1492;-0.0724
15.8667;5;0.3000;0.0000;0.5870;-0.1512;-0.0729
15.8697;-7;0.3000;0.0000;0.5740;-0.1595;-0.0738
15.8727;-2;0.3000;0.0000;0.5488;-0.1649;-0.0722
15.8767;-4;0.3000;0.0000;0.5736;-0.1715;-0.0720
15.8807;-11;0.3000;0.0000;0.4551;-0.1792;-0.0706
15.8837;0;0.3000;0.0000;0.3398;-0.1796;-0.0700
15.8867;6;0.3000;0.0000;0.2260;-0.1752;-0.0708
15.8897;12;0.3000;0.0000;0.1878;-0.1675;-0.0707
15.8927;14;0.3000;0.0000;0.2435;-0.1598;-0.0718
15.8957;12;0.3000;0.0000;0.3274;-0.1546;-0.0716
15.8987;6;0.3000;0.0000;0.4255;-0.1540;-0.0721
15.9017;5;0.3000;0.0000;0.4933;-0.1549;-0.0717
15.9057;12;0.3000;0.0000;0.7328;-0.1556;-0.0728
15.9108;7;0.3000;0.0000;0.7030;-0.1584;-0.0702
15.9137;-1;0.3000;0.0000;0.5759;-0.1637;-0.0699
15.9167;-7;0.3000;0.0000;0.5311;-0.1712;-0.0700
15.9197;0;0.3000;0.0000;0.5086;-0.1742;-0.0679
15.9227;-12;0.3000;0.0000;0.4226;-0.1824;-0.0677
15.9257;-10;0.3000;0.0000;0.3609;-0.1882;-0.0673
15.9287;-2;0.3000;0.0000;0.2927;-0.1889;-0.0670
15.9317;5;0.3000;0.0000;0.2024;-0.1845;-0.0678
15.9347;7;0.3000;0.0000;0.1760;-0.1788;-0.0657
