t;u;ref_dx;ref_psi;dx;theta;psi
7.2407;13;0.0000;0.0000;0.2058;-0.0751;0.0123
7.2437;-7;0.0000;0.0000;0.2712;-0.0832;0.0108
7.2467;-4;0.0000;0.0000;0.2852;-0.0899;0.0147
7.2507;-5;0.0000;0.0000;0.1987;-0.0958;0.0145
7.2548;13;0.0000;0.0000;0.0620;-0.0903;0.0156
7.2577;-23;0.0000;0.0000;-0.0438;-0.1010;0.0187
7.2607;7;0.0000;0.0000;-0.0219;-0.0968;0.0160
7.2637;6;0.0000;0.0000;-0.0297;-0.0935;0.0165
7.2667;11;0.0000;0.0000;0.0226;-0.0884;0.0129
7.2697;4;0.0000;0.0000;0.1048;-0.0879;0.0125
7.2727;6;0.0000;0.0000;0.1833;-0.0878;0.0100
7.2757;12;0.0000;0.0000;0.2786;-0.0861;0.0075
7.2798;-6;0.0000;0.0000;0.3450;-0.0945;0.0054
7.2836;-9;0.0000;0.0000;0.3595;-0.1043;0.0060
7.2862;-12;0.0000;0.0000;0.2733;-0.1143;0.0044
7.2889;-13;0.0000;0.0000;0.1927;-0.1231;0.0028
7.2917;12;0.0000;0.0000;0.0590;-0.1173;0.0028
7.2947;-7;0.0000;0.0000;-0.0266;-0.1203;0.0017
7.2977;0;0.0000;0.0000;-0.0133;-0.1199;-0.0008
7.3007;6;0.0000;0.0000;0.0307;-0.1166;-0.0031
7.3037;9;0.0000;0.0000;0.0341;-0.1122;-0.0053
7.3067;4;0.0000;0.0000;0.0918;-0.1110;-0.0076
7.3108;1;0.0000;0.0000;0.2329;-0.1138;-0.0087
7.3145;8;0.0000;0.0000;0.3035;-0.1139;-0.0112
7.3171;-8;0.0000;0.0000;0.2826;-0.1219;-0.0125
7.3198;-10;0.0000;0.0000;0.2535;-0.1305;-0.0116
7.3227;-12;0.0000;0.0000;0.1829;-0.1388;-0.0125
7.3257;-10;0.0000;0.0000;0.0914;-0.1442;-0.0143
7.3287;-18;0.0000;0.0000;-0.0104;-0.1521;-0.0145
7.3317;-1;0.0000;0.0000;-0.1174;-0.1500;-0.0164
7.3347;-1;0.0000;0.0000;-0.1522;-0.1473;-0.0191
7.3378;9;0.0000;0.0000;-0.1322;-0.1397;-0.0234
7.3428;3;0.0000;0.0000;-0.0661;-0.1362;-0.0255
7.3457;6;0.0000;0.0000;0.0231;-0.1325;-0.0273
7.3487;0;0.0000;0.0000;0.0863;-0.1329;-0.0281
7.3517;-2;0.0000;0.0000;0.1367;-0.1354;-0.0281
7.3547;-7;0.0000;0.0000;0.1431;-0.1406;-0.0296
7.3577;-6;0.0000;0.0000;0.1090;-0.1447;-0.0271
7.3607;-11;0.0000;0.0000;0.0171;-0.1497;-0.0282
7.3637;12;0.0000;0.0000;-0.0850;-0.1412;-0.0284
7.3684;0;0.0000;0.0000;-0.2669;-0.1366;-0.0295
7.3722;6;0.0000;0.0000;-0.2082;-0.1295;-0.0295
7.3748;2;0.0000;0.0000;-0.0854;-0.1265;-0.0312
7.3777;6;0.0000;0.0000;-0.0053;-0.1228;-0.0325
7.3807;4;0.0000;0.0000;0.0721;-0.1213;-0.0318
7.3837;4;0.0000;0.0000;0.1296;-0.1209;-0.0330
7.3867;-6;0.0000;0.0000;0.1583;-0.1258;-0.0321
7.3897;-6;0.0000;0.0000;0.1726;-0.1308;-0.0344
7.3927;-5;0.0000;0.0000;0.1050;-0.1346;-0.0317
7.3974;-20;0.0000;0.0000;-0.0410;-0.1430;-0.0317
7.4000;-16;0.0000;0.0000;-0.1140;-0.1482;-0.0302
7.4027;-8;0.0000;0.0000;-0.1692;-0.1488;-0.0306
7.4057;10;0.0000;0.0000;-0.2155;-0.1394;-0.0307
7.4087;-6;0.0000;0.0000;-0.2386;-0.1380;-0.0297
7.4117;7;0.0000;0.0000;-0.1567;-0.1313;-0.0309
7.4147;9;0.0000;0.0000;-0.1158;-0.1242;-0.0296
7.4177;-4;0.0000;0.0000;-0.0579;-0.1249;-0.0284
7.4207;-2;0.0000;0.0000;0.0459;-0.1264;-0.0263
7.4254;1;0.0000;0.0000;0.0603;-0.1259;-0.0256
7.4289;-4;0.0000;0.0000;0.0115;-0.1274;-0.0242
7.4317;-7;0.0000;0.0000;-0.0130;-0.1301;-0.0241
7.4347;-13;0.0000;0.0000;-0.0813;-0.1349;-0.0231
7.4377;-14;0.0000;0.0000;-0.1341;-0.1391;-0.0220
7.4407;-2;0.0000;0.0000;-0.2167;-0.1362;-0.0212
7.4437;-6;0.0000;0.0000;-0.2766;-0.1344;-0.0200
7.4467;-5;0.0000;0.0000;-0.2879;-0.1320;-0.0199
7.4497;1;0.0000;0.0000;-0.2749;-0.1262;-0.0205
7.4544;7;0.0000;0.0000;-0.3431;-0.1169;-0.0214
7.4579;-1;0.0000;0.0000;-0.2651;-0.1134;-0.0228
7.4607;13;0.0000;0.0000;-0.2073;-0.1036;-0.0231
7.4637;11;0.0000;0.0000;-0.1224;-0.0958;-0.0231
7.4667;9;0.0000;0.0000;-0.0425;-0.0905;-0.0235
7.4697;-3;0.0000;0.0000;-0.0025;-0.0922;-0.0229
7.4727;-8;0.0000;0.0000;0.0174;-0.0964;-0.0214
7.4757;-9;0.0000;0.0000;0.0087;-0.1009;-0.0202
7.4787;-3;0.0000;0.0000;-0.0704;-0.1015;-0.0199
7.4834;-15;0.0000;0.0000;-0.2409;-0.1051;-0.0186
7.4872;4;0.0000;0.0000;-0.2888;-0.0984;-0.0206
7.4898;0;0.0000;0.0000;-0.2379;-0.0946;-0.0211
7.4927;13;0.0000;0.0000;-0.2311;-0.0848;-0.0224
7.4957;4;0.0000;0.0000;-0.1717;-0.0802;-0.0239
7.4987;16;0.0000;0.0000;-0.1045;-0.0710;-0.0253
7.5017;2;0.0000;0.0000;-0.0149;-0.0701;-0.0259
7.5047;0;0.0000;0.0000;0.0674;-0.0716;-0.0259
7.5077;1;0.0000;0.0000;0.0898;-0.0728;-0.0268
7.5107;-2;0.0000;0.0000;0.0449;-0.0749;-0.0244
7.5149;-5;0.0000;0.0000;-0.0150;-0.0776;-0.0246
7.5187;-13;0.0000;0.0000;-0.0262;-0.0838;-0.0235
7.5217;3;0.0000;0.0000;-0.0505;-0.0815;-0.0233
7.5247;-4;0.0000;0.0000;-0.1187;-0.0819;-0.0244
7.5277;-11;0.0000;0.0000;-0.1342;-0.0858;-0.0239
7.5307;4;0.0000;0.0000;-0.1419;-0.0817;-0.0246
7.5337;4;0.0000;0.0000;-0.1457;-0.0778;-0.0252
7.5367;14;0.0000;0.0000;-0.1290;-0.0690;-0.0257
7.5397;12;0.0000;0.0000;-0.0645;-0.0627;-0.0273
7.5444;9;0.0000;0.0000;0.0426;-0.0593;-0.0271
7.5482;6;0.0000;0.0000;0.1709;-0.0595;-0.0276
7.5508;-8;0.0000;0.0000;0.1976;-0.0672;-0.0281
7.5537;-7;0.0000;0.0000;0.1923;-0.0742;-0.0261
7.5567;-12;0.0000;0.0000;0.1336;-0.0826;-0.0253
7.5597;-12;0.0000;0.0000;0.0107;-0.0891;-0.0253
7.5627;9;0.0000;0.0000;-0.1256;-0.0826;-0.0237
7.5657;-2;0.0000;0.0000;-0.1937;-0.0809;-0.0253
7.5687;5;0.0000;0.0000;-0.1716;-0.0758;-0.0248
7.5735;1;0.0000;0.0000;-0.0484;-0.0748;-0.0253
7.5769;3;0.0000;0.0000;0.0319;-0.0737;-0.0250
7.5797;0;0.0000;0.0000;0.0907;-0.0751;-0.0267
7.5827;0;0.0000;0.0000;0.1576;-0.0780;-0.0264
7.5857;-9;0.0000;0.0000;0.1349;-0.0849;-0.0268
7.5887;-6;0.0000;0.0000;0.1048;-0.0899;-0.0276
7.5917;-4;0.0000;0.0000;0.0150;-0.0922;-0.0254
7.5947;-12;0.0000;0.0000;-0.0860;-0.0970;-0.0269
7.5977;-15;0.0000;0.0000;-0.1552;-0.1020;-0.0247
7.6024;7;0.0000;0.0000;-0.2833;-0.0941;-0.0262
7.6058;9;0.0000;0.0000;-0.2912;-0.0849;-0.0248
7.6087;12;0.0000;0.0000;-0.2391;-0.0757;-0.0283
7.6117;12;0.0000;0.0000;-0.0822;-0.0685;-0.0272
7.6147;3;0.0000;0.0000;0.0337;-0.0677;-0.0280
7.6177;3;0.0000;0.0000;0.1104;-0.0679;-0.0276
7.6207;-5;0.0000;0.0000;0.1674;-0.0733;-0.0297
7.6237;8;0.0000;0.0000;0.1211;-0.0716;-0.0282
7.6267;-2;0.0000;0.0000;0.0605;-0.0743;-0.0264
7.6314;2;0.0000;0.0000;0.0116;-0.0734;-0.0261
7.6347;3;0.0000;0.0000;0.0245;-0.0727;-0.0248
7.6377;-9;0.0000;0.0000;0.0309;-0.0782;-0.0253
7.6407;-8;0.0000;0.0000;0.0155;-0.0828;-0.0251
7.6437;-7;0.0000;0.0000;-0.0297;-0.0861;-0.0256
7.6467;-6;0.0000;0.0000;-0.0896;-0.0881;-0.0259
7.6497;12;0.0000;0.0000;-0.1383;-0.0802;-0.0270
7.6527;4;0.0000;0.0000;-0.1627;-0.0760;-0.0272
7.6557;14;0.0000;0.0000;-0.1187;-0.0674;-0.0295
7.6604;0;0.0000;0.0000;-0.0220;-0.0675;-0.0293
7.6637;8;0.0000;0.0000;0.0825;-0.0653;-0.0300
7.6667;3;0.0000;0.0000;0.1348;-0.0663;-0.0308
7.6697;-5;0.0000;0.0000;0.1609;-0.0717;-0.0313
7.6727;-2;0.0000;0.0000;0.1365;-0.0754;-0.0298
7.6757;-8;0.0000;0.0000;0.0683;-0.0810;-0.0285
7.6787;-11;0.0000;0.0000;-0.0220;-0.0865;-0.0289
7.6817;5;0.0000;0.0000;-0.0671;-0.0829;-0.0273
7.6847;-1;0.0000;0.0000;-0.1270;-0.0819;-0.0276
7.6888;-1;0.0000;0.0000;-0.1570;-0.0806;-0.0287
7.6929;3;0.0000;0.0000;-0.0785;-0.0779;-0.0304
7.6957;4;0.0000;0.0000;-0.0393;-0.0753;-0.0318
7.6987;12;0.0000;0.0000;-0.0009;-0.0698;-0.0327
7.7017;-3;0.0000;0.0000;0.0369;-0.0727;-0.0342
7.7047;12;0.0000;0.0000;0.0933;-0.0682;-0.0343
7.7077;6;0.0000;0.0000;0.1214;-0.0676;-0.0356
7.7107;5;0.0000;0.0000;0.1168;-0.0673;-0.0366
7.7137;-8;0.0000;0.0000;0.1519;-0.0739;-0.0352
7.7167;-11;0.0000;0.0000;0.1508;-0.0822;-0.0352
7.7198;-12;0.0000;0.0000;0.0941;-0.0898;-0.0349
7.7246;0;0.0000;0.0000;-0.0652;-0.0887;-0.0347
7.7272;-9;0.0000;0.0000;-0.1635;-0.0910;-0.0358
7.7298;5;0.0000;0.0000;-0.1752;-0.0856;-0.0377
7.7327;9;0.0000;0.0000;-0.1624;-0.0786;-0.0368
7.7357;7;0.0000;0.0000;-0.0999;-0.0740;-0.0367
7.7387;7;0.0000;0.0000;-0.0126;-0.0703;-0.0361
7.7417;9;0.0000;0.0000;0.1059;-0.0680;-0.0359
7.7447;8;0.0000;0.0000;0.1839;-0.0674;-0.0339
7.7488;3;0.0000;0.0000;0.2976;-0.0708;-0.0335
7.7525;-3;0.0000;0.0000;0.3171;-0.0778;-0.0302
7.7551;-7;0.0000;0.0000;0.2334;-0.0851;-0.0300
7.7577;-7;0.0000;0.0000;0.1728;-0.0915;-0.0303
7.7607;11;0.0000;0.0000;0.1051;-0.0877;-0.0302
7.7637;-19;0.0000;0.0000;-0.0036;-0.0970;-0.0292
7.7667;-6;0.0000;0.0000;0.0169;-0.1003;-0.0306
7.7697;3;0.0000;0.0000;0.0085;-0.0986;-0.0311
7.7727;6;0.0000;0.0000;-0.0145;-0.0950;-0.0329
7.7774;13;0.0000;0.0000;0.0115;-0.0887;-0.0364
7.7809;4;0.0000;0.0000;0.0992;-0.0884;-0.0364
7.7837;10;0.0000;0.0000;0.1618;-0.0859;-0.0356
7.7867;0;0.0000;0.0000;0.2305;-0.0898;-0.0359
7.7897;-9;0.0000;0.0000;0.2649;-0.0985;-0.0359
7.7927;-10;0.0000;0.0000;0.2633;-0.1073;-0.0337
7.7957;-11;0.0000;0.0000;0.1504;-0.1147;-0.0338
7.7987;0;0.0000;0.0000;0.0752;-0.1158;-0.0345
7.8017;-20;0.0000;0.0000;-0.0559;-0.1244;-0.0324
7.8065;3;0.0000;0.0000;-0.1215;-0.1200;-0.0337
7.8099;5;0.0000;0.0000;-0.0981;-0.1152;-0.0329
7.8127;3;0.0000;0.0000;-0.0678;-0.1119;-0.0346
7.8157;8;0.0000;0.0000;0.0035;-0.1077;-0.0352
7.8187;1;0.0000;0.0000;0.0579;-0.1075;-0.0364
7.8217;2;0.0000;0.0000;0.1224;-0.1079;-0.0365
7.8247;4;0.0000;0.0000;0.1734;-0.1083;-0.0354
7.8277;-8;0.0000;0.0000;0.1428;-0.1144;-0.0364
7.8307;-8;0.0000;0.0000;0.1275;-0.1202;-0.0339
7.8354;-13;0.0000;0.0000;0.0077;-0.1262;-0.0325
7.8389;-1;0.0000;0.0000;-0.1084;-0.1248;-0.0308
7.8417;-3;0.0000;0.0000;-0.2038;-0.1228;-0.0313
7.8447;8;0.0000;0.0000;-0.1954;-0.1151;-0.0314
7.8477;7;0.0000;0.0000;-0.1538;-0.1086;-0.0326
7.8507;8;0.0000;0.0000;-0.0769;-0.1031;-0.0312
7.8537;4;0.0000;0.0000;0.0177;-0.1010;-0.0317
7.8567;0;0.0000;0.0000;0.1210;-0.1030;-0.0309
7.8597;-2;0.0000;0.0000;0.1914;-0.1070;-0.0291
7.8644;-1;0.0000;0.0000;0.2266;-0.1111;-0.0247
7.8682;-8;0.0000;0.0000;0.1133;-0.1164;-0.0250
7.8708;-13;0.0000;0.0000;0.0567;-0.1231;-0.0243
7.8737;-7;0.0000;0.0000;-0.0278;-0.1260;-0.0219
7.8767;-7;0.0000;0.0000;-0.0887;-0.1276;-0.0217
7.8797;-3;0.0000;0.0000;-0.1752;-0.1260;-0.0201
7.8827;-5;0.0000;0.0000;-0.2185;-0.1246;-0.0196
7.8857;4;0.0000;0.0000;-0.2028;-0.1189;-0.0193
7.8887;10;0.0000;0.0000;-0.1762;-0.1106;-0.0187
7.8934;-4;0.0000;0.0000;-0.1068;-0.1110;-0.0177
7.8969;4;0.0000;0.0000;-0.0160;-0.1080;-0.0163
7.8997;13;0.0000;0.0000;0.0668;-0.1022;-0.0158
7.9027;-5;0.0000;0.0000;0.0521;-0.1053;-0.0164
7.9057;-6;0.0000;0.0000;0.0448;-0.1088;-0.0134
7.9087;-10;0.0000;0.0000;0.0224;-0.1141;-0.0126
7.9117;-10;0.0000;0.0000;-0.0449;-0.1182;-0.0108
7.9147;-4;0.0000;0.0000;-0.1534;-0.1174;-0.0100
7.9177;-10;0.0000;0.0000;-0.2450;-0.1181;-0.0089
7.9207;8;0.0000;0.0000;-0.2721;-0.1096;-0.0086
7.9254;6;0.0000;0.0000;-0.3791;-0.1006;-0.0105
7.9289;9;0.0000;0.0000;-0.2270;-0.0926;-0.0102
7.9317;0;0.0000;0.0000;-0.0948;-0.0910;-0.0111
7.9347;1;0.0000;0.0000;0.0461;-0.0908;-0.0102
7.9377;-1;0.0000;0.0000;0.0979;-0.0932;-0.0091
7.9407;-1;0.0000;0.0000;0.0676;-0.0951;-0.0104
7.9437;-3;0.0000;0.0000;-0.0036;-0.0969;-0.0069
7.9467;-8;0.0000;0.0000;-0.0205;-0.1005;-0.0070
7.9497;-9;0.0000;0.0000;-0.0663;-0.1039;-0.0056
7.9528;-1;0.0000;0.0000;-0.1454;-0.1024;-0.0042
7.9575;0;0.0000;0.0000;-0.2971;-0.0975;-0.0029
7.9601;-5;0.0000;0.0000;-0.2794;-0.0956;-0.0026
7.9628;5;0.0000;0.0000;-0.2332;-0.0892;-0.0025
7.9657;11;0.0000;0.0000;-0.2101;-0.0807;-0.0030
7.9687;12;0.0000;0.0000;-0.1425;-0.0726;-0.0034
7.9717;-1;0.0000;0.0000;-0.0525;-0.0728;-0.0038
7.9747;7;0.0000;0.0000;0.0485;-0.0703;-0.0034
7.9777;0;0.0000;0.0000;0.0991;-0.0721;-0.0030
7.9824;-6;0.0000;0.0000;0.1430;-0.0777;-0.0002
7.9862;-7;0.0000;0.0000;0.1089;-0.0834;0.0008
7.9888;-11;0.0000;0.0000;0.0358;-0.0898;0.0023
7.9917;-5;0.0000;0.0000;-0.0569;-0.0914;0.0040
7.9947;-6;0.0000;0.0000;-0.1407;-0.0925;0.0041
7.9977;3;0.0000;0.0000;-0.1825;-0.0878;0.0042
8.0007;4;0.0000;0.0000;-0.2222;-0.0823;0.0045
8.0037;-13;0.0000;0.0000;-0.2046;-0.0860;0.0042
8.0067;6;0.0000;0.0000;-0.1397;-0.0810;0.0052
8.0114;-5;0.0000;0.0000;-0.1446;-0.0815;0.0066
8.0147;-7;0.0000;0.0000;-0.1097;-0.0835;0.0089
8.0177;7;0.0000;0.0000;-0.0736;-0.0790;0.0085
8.0207;10;0.0000;0.0000;-0.1116;-0.0725;0.0101
8.0237;0;0.0000;0.0000;-0.0745;-0.0721;0.0112
8.0267;0;0.0000;0.0000;-0.0372;-0.0717;0.0121
8.0297;-5;0.0000;0.0000;0.0001;-0.0747;0.0123
8.0327;3;0.0000;0.0000;0.0374;-0.0740;0.0117
8.0357;-6;0.0000;0.0000;0.0000;-0.0773;0.0103
8.0388;-6;0.0000;0.0000;-0.0374;-0.0802;0.0083
8.0441;-3;0.0000;0.0000;-0.1496;-0.0799;0.0069
8.0467;-5;0.0000;0.0000;-0.1870;-0.0797;0.0053
8.0497;-3;0.0000;0.0000;-0.2244;-0.0780;0.0045
8.0527;6;0.0000;0.0000;-0.2618;-0.0713;0.0039
8.0557;15;0.0000;0.0000;-0.2244;-0.0607;0.0031
8.0587;12;0.0000;0.0000;-0.1683;-0.0529;0.0017
8.0617;5;0.0000;0.0000;-0.0467;-0.0503;0.0017
8.0647;7;0.0000;0.0000;0.0514;-0.0484;0.0011
8.0678;-2;0.0000;0.0000;0.1192;-0.0522;0.0013
8.0725;7;0.0000;0.0000;0.2279;-0.0528;0.0019
8.0752;-4;0.0000;0.0000;0.1514;-0.0578;0.0029
8.0778;-10;0.0000;0.0000;0.0944;-0.0651;0.0029
8.0807;8;0.0000;0.0000;0.0659;-0.0624;0.0020
8.0837;-11;0.0000;0.0000;0.0142;-0.0686;0.0029
8.0867;-9;0.0000;0.0000;-0.0116;-0.0734;0.0026
8.0897;-10;0.0000;0.0000;-0.0245;-0.0782;0.0033
8.0927;-6;0.0000;0.0000;-0.0870;-0.0801;0.0025
8.0968;4;0.0000;0.0000;-0.1744;-0.0754;0.0024
8.1019;8;0.0000;0.0000;-0.2368;-0.0677;0.0001
8.1047;11;0.0000;0.0000;-0.1932;-0.0598;-0.0010
8.1077;8;0.0000;0.0000;-0.0779;-0.0552;-0.0019
8.1107;-1;0.0000;0.0000;0.0358;-0.0571;-0.0021
8.1137;20;0.0000;0.0000;0.1301;-0.0498;-0.0037
8.1167;-4;0.0000;0.0000;0.1773;-0.0553;-0.0022
8.1197;-1;0.0000;0.0000;0.1447;-0.0588;-0.0033
8.1227;-6;0.0000;0.0000;0.1285;-0.0643;-0.0004
8.1257;-10;0.0000;0.0000;0.0455;-0.0706;-0.0004
8.1304;-6;0.0000;0.0000;-0.0707;-0.0727;0.0013
8.1337;-2;0.0000;0.0000;-0.1663;-0.0718;0.0017
8.1367;-3;0.0000;0.0000;-0.2140;-0.0705;0.0020
8.1397;-8;0.0000;0.0000;-0.2192;-0.0718;0.0023
8.1427;4;0.0000;0.0000;-0.1844;-0.0670;0.0009
8.1457;15;0.0000;0.0000;-0.1670;-0.0576;0.0008
8.1487;0;0.0000;0.0000;-0.1209;-0.0565;-0.0004
8.1517;10;0.0000;0.0000;-0.0605;-0.0509;-0.0006
8.1547;4;0.0000;0.0000;0.0072;-0.0494;0.0000
8.1588;-4;0.0000;0.0000;0.1158;-0.0539;0.0015
8.1639;-9;0.0000;0.0000;0.1327;-0.0608;0.0023
8.1667;-8;0.0000;0.0000;0.0663;-0.0663;0.0033
8.1697;-7;0.0000;0.0000;-0.0229;-0.0698;0.0036
8.1727;-15;0.0000;0.0000;-0.1050;-0.0761;0.0050
8.1757;-9;0.0000;0.0000;-0.2208;-0.0773;0.0055
8.1787;7;0.0000;0.0000;-0.2787;-0.0695;0.0052
8.1817;2;0.0000;0.0000;-0.2889;-0.0644;0.0065
8.1847;3;0.0000;0.0000;-0.2380;-0.0596;0.0079
8.1889;10;0.0000;0.0000;-0.1938;-0.0519;0.0070
8.1927;-3;0.0000;0.0000;-0.1156;-0.0523;0.0103
8.1953;0;0.0000;0.0000;-0.0578;-0.0518;0.0128
8.1979;9;0.0000;0.0000;-0.0102;-0.0478;0.0129
8.2007;12;0.0000;0.0000;0.0136;-0.0428;0.0137
8.2037;-2;0.0000;0.0000;0.0255;-0.0450;0.0149
8.2067;-9;0.0000;0.0000;0.0502;-0.0513;0.0155
8.2097;-9;0.0000;0.0000;0.0625;-0.0573;0.0161
8.2127;-5;0.0000;0.0000;-0.0249;-0.0600;0.0166
8.2174;-6;0.0000;0.0000;-0.1994;-0.0606;0.0177
8.2207;-7;0.0000;0.0000;-0.2680;-0.0604;0.0189
8.2237;11;0.0000;0.0000;-0.2836;-0.0508;0.0186
8.2267;12;0.0000;0.0000;-0.2727;-0.0413;0.0194
8.2297;5;0.0000;0.0000;-0.2299;-0.0360;0.0190
8.2327;16;0.0000;0.0000;-0.1336;-0.0269;0.0188
8.2357;6;0.0000;0.0000;-0.0107;-0.0249;0.0197
8.2387;7;0.0000;0.0000;0.0694;-0.0235;0.0201
8.2417;-5;0.0000;0.0000;0.1282;-0.0291;0.0196
8.2464;-4;0.0000;0.0000;0.1950;-0.0354;0.0216
8.2502;-6;0.0000;0.0000;0.0975;-0.0410;0.0228
8.2528;21;0.0000;0.0000;0.0301;-0.0321;0.0231
8.2557;-14;0.0000;0.0000;-0.0785;-0.0390;0.0251
8.2587;5;0.0000;0.0000;-0.0579;-0.0364;0.0250
8.2617;-1;0.0000;0.0000;-0.0851;-0.0368;0.0257
8.2647;10;0.0000;0.0000;-0.0612;-0.0317;0.0250
8.2677;0;0.0000;0.0000;-0.0119;-0.0322;0.0241
8.2707;15;0.0000;0.0000;0.0314;-0.0260;0.0222
8.2738;1;0.0000;0.0000;0.0905;-0.0279;0.0206
8.2790;2;0.0000;0.0000;0.2136;-0.0308;0.0206
8.2817;2;0.0000;0.0000;0.2003;-0.0334;0.0206
8.2847;-13;0.0000;0.0000;0.1749;-0.0433;0.0224
8.2877;4;0.0000;0.0000;0.1623;-0.0442;0.0222
8.2907;-8;0.0000;0.0000;0.0811;-0.0503;0.0233
8.2937;0;0.0000;0.0000;0.0406;-0.0520;0.0232
8.2967;-10;0.0000;0.0000;0.0203;-0.0579;0.0222
8.2997;5;0.0000;0.0000;-0.0273;-0.0551;0.0229
8.3045;2;0.0000;0.0000;-0.1258;-0.0525;0.0232
8.3079;0;0.0000;0.0000;-0.0629;-0.0518;0.0234
8.3107;12;0.0000;0.0000;-0.0128;-0.0464;0.0232
8.3137;3;0.0000;0.0000;0.0310;-0.0459;0.0239
8.3167;7;0.0000;0.0000;0.0903;-0.0446;0.0250
8.3197;-7;0.0000;0.0000;0.1387;-0.0511;0.0247
8.3227;22;0.0000;0.0000;0.2002;-0.0437;0.0245
8.3257;2;0.0000;0.0000;0.1749;-0.0461;0.0231
8.3287;-3;0.0000;0.0000;0.1623;-0.0508;0.0238
8.3317;-10;0.0000;0.0000;0.1372;-0.0587;0.0229
8.3365;14;0.0000;0.0000;0.1247;-0.0540;0.0219
8.3399;-5;0.0000;0.0000;0.0250;-0.0578;0.0206
8.3427;-3;0.0000;0.0000;-0.0249;-0.0597;0.0211
8.3457;-4;0.0000;0.0000;-0.0312;-0.0619;0.0208
8.3487;7;0.0000;0.0000;-0.0530;-0.0582;0.0191
8.3517;9;0.0000;0.0000;-0.0265;-0.0537;0.0207
8.3547;14;0.0000;0.0000;0.0055;-0.0475;0.0195
8.3577;3;0.0000;0.0000;0.0775;-0.0475;0.0206
8.3607;0;0.0000;0.0000;0.1697;-0.0507;0.0209
8.3654;-6;0.0000;0.0000;0.3466;-0.0596;0.0195
8.3692;-2;0.0000;0.0000;0.2668;-0.0651;0.0198
8.3718;-9;0.0000;0.0000;0.1708;-0.0728;0.0199
8.3747;-10;0.0000;0.0000;0.0854;-0.0794;0.0188
8.3777;-10;0.0000;0.0000;0.0053;-0.0847;0.0187
8.3807;-8;0.0000;0.0000;-0.0721;-0.0877;0.0173
8.3837;6;0.0000;0.0000;-0.1483;-0.0822;0.0183
8.3867;-18;0.0000;0.0000;-0.1676;-0.0888;0.0181
8.3897;3;0.0000;0.0000;-0.1212;-0.0853;0.0188
8.3938;18;0.0000;0.0000;-0.1167;-0.0745;0.0188
8.3977;-6;0.0000;0.0000;-0.1145;-0.0760;0.0201
8.4007;-4;0.0000;0.0000;-0.0385;-0.0775;0.0189
8.4037;5;0.0000;0.0000;-0.0380;-0.0742;0.0185
8.4067;10;0.0000;0.0000;-0.0190;-0.0691;0.0189
8.4097;3;0.0000;0.0000;-0.0282;-0.0673;0.0180
8.4127;-1;0.0000;0.0000;0.0233;-0.0688;0.0176
8.4157;-4;0.0000;0.0000;0.0491;-0.0718;0.0177
8.4187;-6;0.0000;0.0000;0.0432;-0.0756;0.0172
8.4218;-10;0.0000;0.0000;0.0029;-0.0809;0.0172
8.4271;-6;0.0000;0.0000;-0.1294;-0.0821;0.0167
8.4297;-4;0.0000;0.0000;-0.1769;-0.0815;0.0174
8.4327;-8;0.0000;0.0000;-0.2568;-0.0818;0.0170
8.4357;12;0.0000;0.0000;-0.2593;-0.0718;0.0160
8.4387;-19;0.0000;0.0000;-0.2792;-0.0769;0.0165
8.4417;9;0.0000;0.0000;-0.2331;-0.0691;0.0152
8.4447;14;0.0000;0.0000;-0.1914;-0.0594;0.0141
8.4477;5;0.0000;0.0000;-0.1331;-0.0551;0.0142
8.4518;22;0.0000;0.0000;0.0083;-0.0451;0.0132
8.4569;0;0.0000;0.0000;0.1163;-0.0471;0.0127
8.4597;-1;0.0000;0.0000;0.1143;-0.0502;0.0135
8.4627;-10;0.0000;0.0000;0.0758;-0.0570;0.0137
8.4657;-8;0.0000;0.0000;0.0192;-0.0619;0.0128
8.4687;26;0.0000;0.0000;-0.0278;-0.0493;0.0117
8.4717;-17;0.0000;0.0000;-0.1261;-0.0564;0.0116
8.4747;-4;0.0000;0.0000;-0.1378;-0.0570;0.0104
8.4777;6;0.0000;0.0000;-0.1063;-0.0528;0.0098
8.4824;3;0.0000;0.0000;-0.1280;-0.0498;0.0095
8.4862;15;0.0000;0.0000;-0.0453;-0.0421;0.0095
8.4888;1;0.0000;0.0000;0.0335;-0.0425;0.0093
8.4917;-1;0.0000;0.0000;0.0728;-0.0452;0.0100
8.4947;12;0.0000;0.0000;0.1486;-0.0422;0.0100
8.4977;-4;0.0000;0.0000;0.1304;-0.0471;0.0084
8.5007;-6;0.0000;0.0000;0.1026;-0.0523;0.0088
8.5037;-12;0.0000;0.0000;0.0887;-0.0603;0.0082
8.5067;-7;0.0000;0.0000;0.0070;-0.0643;0.0069
8.5114;-3;0.0000;0.0000;-0.1461;-0.0639;0.0053
8.5148;3;0.0000;0.0000;-0.2414;-0.0589;0.0045
8.5177;6;0.0000;0.0000;-0.2142;-0.0530;0.0041
8.5207;11;0.0000;0.0000;-0.1819;-0.0451;0.0022
8.5237;7;0.0000;0.0000;-0.1096;-0.0405;0.0022
8.5267;10;0.0000;0.0000;0.0200;-0.0367;0.0005
8.5297;5;0.0000;0.0000;0.1222;-0.0369;0.0011
8.5327;-1;0.0000;0.0000;0.1920;-0.0412;0.0005
